         39231828 function calls (39227778 primitive calls) in 21.247 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        7    0.000    0.000    0.000    0.000 Image.py:3116(register_open)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1330(_path_importer_cache)
        6    0.000    0.000    0.001    0.000 sre_compile.py:598(_code)
        4    0.000    0.000    0.000    0.000 hitbox.py:76(_check_corner_offset)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:60(BmpImageFile)
       39    0.000    0.000    0.000    0.000 runlist.py:42(__init__)
        8    0.000    0.000    0.000    0.000 TiffImagePlugin.py:671(_register_basic)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:342(__init__)
       55    0.000    0.000    0.000    0.000 Image.py:595(_ensure_mutable)
        5    0.000    0.000    0.000    0.000 glx_info.py:124(get_extensions)
        1    0.000    0.000    0.004    0.004 __init__.py:777(on_close)
        2    0.000    0.000    0.000    0.000 freetype.py:233(from_file)
        8    0.000    0.000    0.000    0.000 PngImagePlugin.py:879(load_prepare)
       25    0.000    0.000    0.000    0.000 uniform.py:170(_create_setter_func)
        4    0.000    0.000    0.000    0.000 fontconfig.py:233(_set_double)
       39    0.000    0.000    0.000    0.000 runlist.py:190(<listcomp>)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:154(_path_isfile)
       42    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
        8    0.000    0.000    0.000    0.000 PngImagePlugin.py:344(__init__)
       11    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.raw_encoder}
        1    0.000    0.000    0.034    0.034 layout.py:836(__init__)
      116    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        2    0.000    0.000    0.000    0.000 context.py:1197(get_int_tuple)
        1    0.000    0.000    0.000    0.000 __init__.py:339(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:255(inner)
        2    0.000    0.000    0.025    0.013 freetype.py:163(__init__)
        2    0.000    0.000    0.000    0.000 vertexarray.py:47(__init__)
        8    0.000    0.000    0.000    0.000 {method 'copy' of 'ImagingCore' objects}
        5    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.184    0.184 import arcade.py:164(__init__)
        8    0.000    0.000    0.000    0.000 vertex_array.py:143(<dictcomp>)
       11    0.000    0.000    0.000    0.000 PngImagePlugin.py:888(load_read)
        1    0.000    0.000    0.000    0.000 ImageFile.py:30(<module>)
       39    0.000    0.000    0.000    0.000 layout.py:934(batch)
        4    0.000    0.000    0.000    0.000 context.py:736(framebuffer)
      120    0.000    0.000    0.000    0.000 texture_atlas.py:186(height)
        2    0.000    0.000    0.000    0.000 weakref.py:159(__setitem__)
       13    0.000    0.000    0.000    0.000 __init__.py:383(__getattr__)
       41    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       14    0.000    0.000    0.000    0.000 enum.py:631(__new__)
        4    0.000    0.000    0.000    0.000 framebuffer.py:459(_detect_size)
      6/5    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:16(<module>)
        2    0.000    0.000    0.000    0.000 window_commands.py:146(set_viewport)
        9    0.000    0.000    0.000    0.000 BmpImagePlugin.py:53(_dib_accept)
       12    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
       82    0.000    0.000    0.000    0.000 texture_atlas.py:177(width)
        6    0.000    0.000    0.000    0.000 texture.py:174(__del__)
       39    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        9    0.000    0.000    0.000    0.000 weakref.py:44(__new__)
       39    0.000    0.000    0.000    0.000 runlist.py:295(__next__)
        1    0.000    0.000    0.082    0.082 xlib.py:215(get_matching_configs)
        1    0.000    0.000    0.000    0.000 JpegImagePlugin.py:190(SOF)
        4    0.000    0.000    0.000    0.000 fontconfig.py:221(_set_string)
        8    0.000    0.000    0.000    0.000 PngImagePlugin.py:423(chunk_IDAT)
        2    0.000    0.000    0.000    0.000 context.py:1215(get_str)
        4    0.000    0.000    0.000    0.000 {built-in method posix.close}
        1    0.000    0.000    0.000    0.000 base.py:383(delete_vao)
       85    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        2    0.000    0.000    0.000    0.000 clock.py:544(unschedule)
       85    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.002    0.002 re.py:198(search)
       15    0.000    0.000    0.000    0.000 Image.py:3165(register_extension)
       23    0.000    0.000    0.000    0.000 __init__.py:1436(info)
        4    0.000    0.000    0.000    0.000 fontconfig.py:153(_add_to_search_cache)
        1    0.000    0.000    0.000    0.000 PpmImagePlugin.py:18(<module>)
       19    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 subprocess.py:1774(_wait)
        1    0.000    0.000    0.000    0.000 __init__.py:791(close)
        1    0.000    0.000    0.001    0.001 xlib.py:210(__init__)
        3    0.000    0.000    0.000    0.000 threading.py:341(notify)
        3    0.000    0.000    0.000    0.000 framebuffer.py:130(__del__)
        4    0.000    0.000    0.000    0.000 sre_parse.py:432(_uniq)
        8    0.000    0.000    0.000    0.000 Image.py:1117(copy)
        1    0.000    0.000    0.001    0.001 import arcade.py:127(__init__)
       50    0.000    0.000    0.000    0.000 freetype_lib.py:416(check_and_raise_on_error)
       35    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 JpegPresets.py:1(<module>)
        6    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       65    0.000    0.000    0.000    0.000 application.py:328(on_mouse_motion)
        9    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingDecoder' objects}
        2    0.000    0.000    0.000    0.000 clock.py:386(_get_nearest_ts)
       39    0.000    0.000    0.000    0.000 layout.py:895(group)
       17    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        3    0.000    0.000    0.000    0.000 context.py:467(disable)
       14    0.000    0.000    0.004    0.000 context.py:207(default_atlas)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
       51    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        3    0.000    0.000    0.000    0.000 shader.py:433(_get_uniform_block_name)
        7    0.000    0.000    0.000    0.000 __init__.py:218(_acquireLock)
        2    0.000    0.000    0.000    0.000 base.py:328(destroy)
       25    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
        4    0.000    0.000    0.000    0.000 fontconfig.py:349(__init__)
        2    0.000    0.000    0.000    0.000 JpegImagePlugin.py:59(APP)
       18    0.000    0.000    0.000    0.000 Image.py:510(__getattr__)
        2    0.000    0.000    0.000    0.000 __init__.py:836(_set_wm_normal_hints)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:17(<module>)
        2    0.000    0.000    0.000    0.000 freetype.py:330(_get_best_name)
        2    0.000    0.000    0.000    0.000 JpegImagePlugin.py:238(DQT)
        2    0.000    0.000    0.000    0.000 base.py:266(has_exit)
        1    0.000    0.000    0.001    0.001 layout.py:890(_initialize_groups)
        4    0.000    0.000    0.000    0.000 fontconfig.py:299(__init__)
        5    0.000    0.000    0.000    0.000 TiffImagePlugin.py:654(decorator)
        4    0.000    0.000    0.000    0.000 fontconfig.py:202(_create)
        2    0.000    0.000    0.001    0.000 __init__.py:78(get_display)
        7    0.000    0.000    0.000    0.000 atlas.py:74(__init__)
       82    0.000    0.000    0.000    0.000 texture_atlas.py:245(border)
        2    0.000    0.000    0.000    0.000 __init__.py:1284(getLogger)
        7    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        1    0.000    0.000    0.014    0.014 document.py:492(set_style)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:800(find_spec)
        2    0.000    0.000    0.000    0.000 atlas.py:228(__init__)
        8    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.zip_decoder}
        6    0.000    0.000    0.000    0.000 glx_info.py:88(<listcomp>)
       39    0.000    0.000    0.000    0.000 freetype.py:188(descent)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:175(_path_isabs)
        2    0.000    0.000    0.000    0.000 freetype.py:243(from_fontconfig)
        1    0.000    0.000    0.001    0.001 texture.py:212(hit_box_points)
       34    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       39    0.000    0.000    0.000    0.000 layout.py:1701(<lambda>)
        7    0.000    0.000    0.000    0.000 PngImagePlugin.py:129(_safe_zlib_decompress)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:25(ImagePalette)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1004(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.jpeg_decoder}
        1    0.000    0.000    0.000    0.000 base.py:146(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        8    0.000    0.000    0.000    0.000 fontconfig.py:194(__init__)
        9    0.000    0.000    0.000    0.000 _binary.py:60(i32le)
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:294(IFDRational)
        1    0.000    0.000    0.000    0.000 query.py:41(__init__)
        6    0.000    0.000    0.000    0.000 texture.py:594(delete)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
        2    0.000    0.000    0.000    0.000 {method 'transpose' of 'ImagingCore' objects}
        2    0.000    0.000    0.000    0.000 event.py:243(set_handlers)
        1    0.000    0.000    0.000    0.000 __init__.py:553(set_wm_class)
        1    0.000    0.000    0.000    0.000 xlib.py:199(get_visual_info)
        2    0.000    0.000    0.000    0.000 os.py:670(__getitem__)
        5    0.000    0.000    0.000    0.000 glx_info.py:128(have_extension)
        1    0.000    0.000   20.776   20.776 window_commands.py:248(run)
        1    0.000    0.000    0.000    0.000 shader.py:577(__init__)
        4    0.000    0.000    0.000    0.000 abc.py:84(__new__)
        1    0.000    0.000    0.035    0.035 __init__.py:234(__init__)
       43    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        9    0.000    0.000    0.000    0.000 context.py:1031(decr)
        2    0.000    0.000    0.000    0.000 __init__.py:1335(_fixupParents)
       17    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
        1    0.000    0.000    0.000    0.000 __init__.py:450(LoadLibrary)
        5    0.000    0.000    0.000    0.000 shader.py:238(__del__)
        3    0.000    0.000    0.000    0.000 framebuffer.py:437(delete)
        1    0.000    0.000    0.022    0.022 fontconfig.py:109(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:802(__getitem__)
        2    0.000    0.000    0.000    0.000 clock.py:490(schedule_interval)
        2    0.000    0.000    0.000    0.000 base.py:336(_get_optimal_atlas_size)
        2    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
       39    0.000    0.000    0.000    0.000 layout.py:1663(<lambda>)
       39    0.000    0.000    0.000    0.000 layout.py:253(<lambda>)
        5    0.000    0.000    0.000    0.000 shader.py:120(_create_getter_func)
        1    0.000    0.000    0.033    0.033 layout.py:925(document)
        1    0.000    0.000    0.000    0.000 subprocess.py:911(__exit__)
        5    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
        5    0.000    0.000    0.000    0.000 vertexdomain.py:68(_nearest_pow2)
        7    0.000    0.000    0.000    0.000 fractions.py:302(_operator_fallbacks)
        2    0.000    0.000    0.000    0.000 __init__.py:410(_add_group)
        1    0.000    0.000    0.000    0.000 lib.py:278(_find_libs)
        2    0.000    0.000    0.000    0.000 event.py:196(push_handlers)
        8    0.000    0.000    0.000    0.000 fontconfig.py:243(_set_integer)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:16(<module>)
        4    0.000    0.000    0.000    0.000 fontconfig.py:121(create_search_pattern)
        1    0.000    0.000    0.000    0.000 __init__.py:951(dispatch_pending_events)
        1    0.000    0.000    0.000    0.000 {built-in method posix.write}
        1    0.000    0.000    0.012    0.012 lib.py:323(find_library)
        2    0.000    0.000    0.000    0.000 contextlib.py:379(_create_cb_wrapper)
        2    0.000    0.000    0.000    0.000 os.py:748(encode)
        9    0.000    0.000    0.000    0.000 TiffImagePlugin.py:263(_accept)
        9    0.000    0.000    0.000    0.000 uniform.py:211(__init__)
        3    0.000    0.000    0.000    0.000 window_commands.py:56(create_orthogonal_projection)
        6    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
        2    0.000    0.000    0.000    0.000 sre_compile.py:411(_mk_bitmap)
        1    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        3    0.000    0.000    0.000    0.000 inspect.py:294(isroutine)
        2    0.000    0.000    0.000    0.000 JpegImagePlugin.py:257(<listcomp>)
        4    0.000    0.000    0.000    0.000 allocation.py:92(__init__)
        3    0.000    0.000    0.000    0.000 gl_info.py:160(<listcomp>)
        1    0.000    0.000    0.014    0.014 layout.py:1387(on_style_text)
        1    0.000    0.000    0.000    0.000 xlib.py:77(set)
        9    0.000    0.000    0.000    0.000 BmpImagePlugin.py:49(_accept)
        1    0.000    0.000    0.000    0.000 base.py:117(__init__)
       17    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000   20.776   20.776 __init__.py:99(run)
       29    0.000    0.000    0.000    0.000 glsl.py:52(get_source)
       27    0.000    0.000    0.000    0.000 {built-in method _ctypes.addressof}
        9    0.000    0.000    0.000    0.000 _util.py:5(isPath)
        9    0.000    0.000    0.001    0.000 __init__.py:1152(_event_key)
        1    0.000    0.000    0.000    0.000 vertexarray.py:75(__del__)
       23    0.000    0.000    0.000    0.000 __init__.py:666(format)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:725(find_spec)
        2    0.000    0.000    0.025    0.013 freetype.py:197(_load_font_face)
       26    0.000    0.000    0.000    0.000 TiffImagePlugin.py:379(_delegate)
        1    0.000    0.000    0.004    0.004 application.py:257(close)
        7    0.000    0.000    0.000    0.000 Image.py:3142(register_save)
        9    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 __init__.py:1471(_event_expose)
        7    0.000    0.000    0.000    0.000 __init__.py:227(_releaseLock)
       39    0.000    0.000    0.000    0.000 layout.py:1706(<lambda>)
        8    0.000    0.000    0.000    0.000 program.py:170(attributes)
        2    0.000    0.000    0.000    0.000 __init__.py:1404(__init__)
       11    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingEncoder' objects}
       23    0.000    0.000    0.000    0.000 _binary.py:80(i16be)
       23    0.000    0.000    0.000    0.000 __init__.py:908(_apply_region_unpack)
        5    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:343(PngStream)
        1    0.000    0.000    0.000    0.000 subprocess.py:1761(_try_wait)
       16    0.000    0.000    0.000    0.000 PngImagePlugin.py:660(_accept)
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:1779(AppendingTiffWriter)
        1    0.000    0.000    0.000    0.000 __init__.py:537(set_vsync)
        1    0.000    0.000    0.000    0.000 ImageFile.py:80(ImageFile)
        1    0.000    0.000    0.001    0.001 import arcade.py:49(load_texture_pair)
        1    0.000    0.000    0.000    0.000 plaintext.py:43(decode)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:397(has_location)
        2    0.000    0.000    0.000    0.000 __init__.py:675(set_mouse_platform_visible)
        2    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
        4    0.000    0.000    0.000    0.000 Image.py:3176(register_extensions)
        1    0.000    0.000    0.000    0.000 context.py:969(query)
        1    0.000    0.000    0.000    0.000 threading.py:519(set)
        1    0.000    0.000    0.000    0.000 JpegImagePlugin.py:798(jpeg_factory)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:22(GimpPaletteFile)
        3    0.000    0.000    0.000    0.000 shader.py:560(__init__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:106(remove)
        9    0.000    0.000    0.000    0.000 GifImagePlugin.py:41(_accept)
        5    0.000    0.000    0.000    0.000 base.py:365(delete_buffer)
        1    0.000    0.000    0.031    0.031 application.py:647(_create)
        5    0.000    0.000    0.000    0.000 __init__.py:1675(getEffectiveLevel)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(get_filename)
        6    0.000    0.000    0.000    0.000 os.py:800(fsencode)
        8    0.000    0.000    0.000    0.000 hitbox.py:97(_r)
        7    0.000    0.000    0.000    0.000 {method 'find' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:668(PngImageFile)
        5    0.000    0.000    0.000    0.000 clock.py:403(taken)
        1    0.000    0.000    0.000    0.000 base.py:60(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:1230(append)
        2    0.000    0.000    0.000    0.000 freetype.py:228(__init__)
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:1022(TiffImageFile)
        1    0.000    0.000    0.000    0.000 GifImagePlugin.py:50(GifImageFile)
        8    0.000    0.000    0.000    0.000 PngImagePlugin.py:361(check_text_memory)
        2    0.000    0.000    0.001    0.001 import arcade.py:112(__init__)
       39    0.000    0.000    0.000    0.000 layout.py:1703(<lambda>)
        3    0.000    0.000    0.000    0.000 inspect.py:90(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 subprocess.py:1459(_get_handles)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1549(_fill_cache)
        4    0.000    0.000    0.002    0.000 re.py:250(compile)
        1    0.000    0.000    0.000    0.000 base.py:273(exit)
        1    0.000    0.000    0.001    0.001 import arcade.py:121(__init__)
        1    0.000    0.000    0.000    0.000 physics_engines.py:222(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:1078(wait)
        1    0.000    0.000    0.014    0.014 document.py:595(set_style)
        1    0.000    0.000    0.000    0.000 document.py:598(_set_style)
        1    0.000    0.000    0.000    0.000 os.py:812(fsdecode)
        2    0.000    0.000    0.000    0.000 clock.py:726(unschedule)
        2    0.000    0.000    0.000    0.000 layout.py:732(__init__)
        7    0.000    0.000    0.000    0.000 Image.py:3131(register_mime)
        5    0.000    0.000    0.000    0.000 allocation.py:83(__init__)
        1    0.000    0.000    0.000    0.000 application.py:318(set_update_rate)
        1    0.000    0.000    0.000    0.000 text_pyglet.py:43(_attempt_font_name_resolution)
        1    0.000    0.000    0.000    0.000 context.py:646(primitive_restart_index)
        1    0.000    0.000    0.000    0.000 context.py:365(activate)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:839(create_module)
        1    0.000    0.000    0.000    0.000 enum.py:932(__or__)
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:923(ImageFileDirectory_v1)
        8    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 context.py:994(__init__)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:68(_relax_case)
        1    0.000    0.000    0.000    0.000 __init__.py:708(_update_exclusivity)
        1    0.000    0.000    0.000    0.000 __init__.py:607(activate)
       28    0.000    0.000    0.000    0.000 glx_info.py:76(check_display)
        8    0.000    0.000    0.000    0.000 PngImagePlugin.py:146(__init__)
       11    0.000    0.000    0.000    0.000 program.py:152(ctx)
        1    0.000    0.000    0.000    0.000 context.py:1209(get_float)
        2    0.000    0.000    0.000    0.000 xlib.py:294(__init__)
        8    0.000    0.000    0.000    0.000 texture.py:291(size)
        1    0.000    0.000    0.000    0.000 base.py:268(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:323(__new__)
       16    0.000    0.000    0.000    0.000 {method 'islower' of 'bytes' objects}
        1    0.000    0.000    0.001    0.001 __init__.py:106(get_decoder)
        1    0.000    0.000    0.000    0.000 context.py:629(point_size)
        9    0.000    0.000    0.000    0.000 event.py:256(set_handler)
        2    0.000    0.000    0.000    0.000 weakref.py:328(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:720(__hash__)
        2    0.000    0.000    0.000    0.000 __init__.py:2018(getLogger)
        8    0.000    0.000    0.000    0.000 PngImagePlugin.py:176(close)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1317(_path_hooks)
        8    0.000    0.000    0.000    0.000 PpmImagePlugin.py:39(_accept)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1459(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        2    0.000    0.000    0.000    0.000 Image.py:2541(transpose)
       12    0.000    0.000    0.000    0.000 __init__.py:878(display)
        1    0.000    0.000    0.000    0.000 vertexdomain.py:140(__del__)
        1    0.000    0.000    0.002    0.002 xlib.py:202(create_context)
       10    0.000    0.000    0.000    0.000 JpegImagePlugin.py:331(_accept)
        1    0.000    0.000    0.000    0.000 subprocess.py:1708(_handle_exitstatus)
        1    0.000    0.000    0.000    0.000 <frozen zipimport>:63(__init__)
        1    0.000    0.000    0.001    0.001 __init__.py:544(set_caption)
        1    0.000    0.000    0.000    0.000 threading.py:246(__enter__)
        2    0.000    0.000    0.000    0.000 contextlib.py:463(_push_exit_callback)
        1    0.000    0.000    0.000    0.000 __init__.py:578(_update_view_size)
        2    0.000    0.000    0.000    0.000 clock.py:135(__init__)
        5    0.000    0.000    0.000    0.000 vertexbuffer.py:224(__del__)
        1    0.000    0.000    0.000    0.000 cProfile.py:133(__exit__)
        9    0.000    0.000    0.000    0.000 context.py:202(info)
        1    0.000    0.000    0.000    0.000 application.py:695(activate)
        1    0.000    0.000    0.000    0.000 xlib.py:211(__init__)
        4    0.000    0.000    0.000    0.000 fontconfig.py:372(file)
        5    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       12    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        2    0.000    0.000    0.000    0.000 fontconfig.py:273(_get_face)
        1    0.000    0.000    0.000    0.000 __init__.py:620(set_minimum_size)
        1    0.000    0.000    0.000    0.000 base.py:134(__init__)
       11    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
        2    0.000    0.000    0.000    0.000 base.py:100(get_default_screen)
        1    0.000    0.000    0.000    0.000 subprocess.py:939(__del__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        1    0.000    0.000    0.000    0.000 base.py:139(get_gl_attributes)
        2    0.000    0.000    0.000    0.000 base.py:274(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:328(__init__)
        1    0.000    0.000    0.000    0.000 application.py:707(set_vsync)
        3    0.000    0.000    0.000    0.000 JpegImagePlugin.py:54(Skip)
        1    0.000    0.000    0.000    0.000 base.py:304(on_window_close)
        6    0.000    0.000    0.000    0.000 inspect.py:158(isfunction)
        1    0.000    0.000    0.000    0.000 JpegImagePlugin.py:340(JpegImageFile)
        2    0.000    0.000    0.000    0.000 fontconfig.py:368(face)
        1    0.000    0.000    0.027    0.027 __init__.py:612(set_visible)
        6    0.000    0.000    0.000    0.000 glx_info.py:89(<listcomp>)
        1    0.000    0.000    0.000    0.000 application.py:432(on_resize)
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        9    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingDecoder' objects}
        1    0.000    0.000    0.000    0.000 glx_info.py:66(__init__)
        3    0.000    0.000    0.000    0.000 inspect.py:285(isbuiltin)
        2    0.000    0.000    0.000    0.000 event.py:178(register_event_type)
        4    0.000    0.000    0.000    0.000 framebuffer.py:116(<listcomp>)
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:135(<dictcomp>)
       10    0.000    0.000    0.000    0.000 shader.py:223(id)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:145(ChunkStream)
        1    0.000    0.000    0.000    0.000 weakref.py:284(update)
       11    0.000    0.000    0.000    0.000 base.py:229(__init__)
        4    0.000    0.000    0.000    0.000 fontconfig.py:344(dispose)
        5    0.000    0.000    0.000    0.000 shader.py:135(_create_setter_func)
        1    0.000    0.000    0.000    0.000 scene.py:29(__init__)
        4    0.000    0.000    0.000    0.000 texture_atlas.py:697(_check_size)
        9    0.000    0.000    0.000    0.000 ImageFile.py:218(<lambda>)
        1    0.000    0.000    0.000    0.000 re.py:270(escape)
        6    0.000    0.000    0.000    0.000 inspect.py:80(ismethod)
        1    0.000    0.000    0.001    0.001 xlib.py:313(__init__)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        2    0.000    0.000    0.000    0.000 subprocess.py:954(_get_devnull)
        5    0.000    0.000    0.000    0.000 allocation.py:121(set_capacity)
        9    0.000    0.000    0.000    0.000 ImageFile.py:70(_tilesort)
        1    0.000    0.000    0.000    0.000 __init__.py:367(_FuncPtr)
        1    0.000    0.000    0.000    0.000 document.py:272(__init__)
        1    0.000    0.000    0.082    0.082 base.py:163(get_best_config)
        1    0.000    0.000    0.000    0.000 clock.py:669(schedule_interval)
        1    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 <string>:1(__new__)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:19(PaletteFile)
        3    0.000    0.000    0.000    0.000 Image.py:3153(register_save_all)
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.027    0.027 application.py:515(set_visible)
        2    0.000    0.000    0.000    0.000 base.py:357(__init__)
        1    0.000    0.000    0.000    0.000 ImageFile.py:579(PyDecoder)
        2    0.000    0.000    0.000    0.000 freetype_lib.py:585(ft_get_library)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1590(path_hook_for_FileFinder)
        3    0.000    0.000    0.000    0.000 clock.py:558(<genexpr>)
        1    0.000    0.000    0.000    0.000 document.py:584(__init__)
        1    0.000    0.000    0.000    0.000 JpegImagePlugin.py:502(_getmp)
        2    0.000    0.000    0.000    0.000 freetype.py:152(get)
        1    0.000    0.000    0.000    0.000 plaintext.py:36(<module>)
        1    0.000    0.000    0.000    0.000 JpegImagePlugin.py:179(COM)
        1    0.000    0.000    0.001    0.001 __init__.py:214(decode_text)
        1    0.000    0.000    0.000    0.000 context.py:344(error)
        1    0.000    0.000    0.000    0.000 application.py:683(set_minimum_size)
        8    0.000    0.000    0.000    0.000 texture.py:246(ctx)
        1    0.000    0.000    0.000    0.000 abc.py:96(__instancecheck__)
        5    0.000    0.000    0.000    0.000 __init__.py:1276(disable)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:19(Iterator)
        1    0.000    0.000    0.000    0.000 window_commands.py:344(set_background_color)
        2    0.000    0.000    0.000    0.000 application.py:711(set_mouse_platform_visible)
        2    0.000    0.000    0.000    0.000 __init__.py:776(__init__)
        1    0.000    0.000    0.000    0.000 gl_info.py:103(remove_active_context)
        1    0.000    0.000    0.000    0.000 __init__.py:603(__lt__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        8    0.000    0.000    0.000    0.000 vertex_array.py:71(ctx)
        3    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        1    0.000    0.000    0.000    0.000 __init__.py:439(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 xlib.py:97(notify)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:19(<module>)
        5    0.000    0.000    0.000    0.000 TiffImagePlugin.py:665(decorator)
        2    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        4    0.000    0.000    0.000    0.000 fontconfig.py:213(_bold_to_weight)
        1    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        2    0.000    0.000    0.000    0.000 pathlib.py:46(_ignore_error)
